name,market,sectors,price_hoping,price_real,inv_comp,stock_amount,stock_fund,exec_company,listing_date,percent_newstock,percent_invest,percent_personal,percent_lock_up,capital,company_size,profit
위메이드엔터테인먼트,코스닥,인터넷 정보매개서비스업,"60,000 ~ 65,000 원","62,000",NaN,"2,100,000 주","130,200 (백만원)",우리투자증권,2009.12.18,"신주모집 : 2,100,000 주 (100%)",NaN,NaN,0.00%,805 (백만원),중소일반,-8.06%
멜파스,코스닥,전자부품 제조업,"43,200 ~ 48,800 원","43,200",NaN,"1,244,266 주","53,752 (백만원)",한국투자증권,2009.12.18,"신주모집 : 1,244,266 주 (100%)",NaN,NaN,0.00%,"2,000 (백만원)",중소일반,4.17%
현대푸드시스템,거래소,기타 식품 제조업,"10,000 ~ 11,600 원","11,600",NaN,"5,144,000 주","59,670 (백만원)",현대증권,2009.12.17,"신주모집 : 5,144,000 주 (100%)",NaN,NaN,0.00%,"4,000 (백만원)",중소일반,55.17%
한전기술,거래소,"건축기술, 엔지니어링 및 관련기술 서비스업","21,600 ~ 24,400 원","21,600",NaN,"7,644,000 주","165,110 (백만원)",동양증권,2009.12.14,"신주모집 : 7,644,000 주 (100%)",NaN,NaN,0.00%,"7,644 (백만원)",중소일반,25%
디오텍,코스닥,소프트웨어 개발 및 공급업,"10,000 ~ 12,000 원","9,000",NaN,"716,000 주","6,444 (백만원)",한화증권,2009.12.10,"신주모집 : 716,000 주 (100%)",NaN,NaN,0.00%,"1,362 (백만원)",중소일반,22.22%
중국엔진집단유한공사,코스닥,비금융 지주회사,"10,000 ~ 11,000 원","6,000",NaN,"10,000,000 주","60,000 (백만원)",신한금융투자,2009.12.04,"신주모집 : 10,000,000 주 (100%)",NaN,NaN,0.00%,- (백만원),외국기업,41.67%
이원컴포텍,코스닥,자동차부품제조업,"2,000 ~ 2,200 원","2,000",NaN,"1,451,518 주","2,903 (백만원)",신영증권,2009.12.01,"신주모집 : 1,451,518 주 (100%)",NaN,NaN,0.00%,"1,774 (백만원)",중소일반,100%
강원비앤이,코스닥,플랜트설비제조,"4,800 ~ 6,000 원","4,700",NaN,"1,400,000 주","6,580 (백만원)",현대증권,2009.11.20,"신주모집 : 1,400,000 주 (100%)",NaN,NaN,0.00%,"8,751 (백만원)",중소일반,6.38%
GKL,거래소,유원지 및 기타 오락관련 서비스업,"9,500 ~ 12,000 원","12,000",NaN,"18,556,701 주","222,680 (백만원)",미래에셋증권,2009.11.19,"신주모집 : 18,556,701 주 (100%)",NaN,NaN,0.00%,"98,879 (백만원)",중소일반,25%
이너스텍,코스닥,통신 및 방송 장비 제조업,"10,000 ~ 13,000 원","10,000",NaN,"375,000 주","3,750 (백만원)",대우증권,2009.11.13,"신주모집 : 375,000 주 (100%)",NaN,NaN,0.00%,750 (백만원),중소벤쳐,15%
에스케이씨앤씨,거래소,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","28,000 ~ 32,000 원","30,000",NaN,"18,000,000 주","540,000 (백만원)","우리,한국,대신",2009.11.11,"신주모집 : 18,000,000 주 (100%)",NaN,NaN,0.00%,"10,000 (백만원)",대기업,7.5%
동방선기,코스닥,선박 및 보트 건조업,"5,000 ~ 5,800 원","4,000",NaN,"1,799,960 주","7,200 (백만원)",신한금융투자,2009.11.10,"신주모집 : 1,799,960 주 (100%)",NaN,NaN,0.00%,"2,100 (백만원)",중소일반,1.38%
디엠씨,코스닥,선박 및 보트 건조업,"7,500 ~ 8,600 원","6,300",NaN,"750,000 주","4,725 (백만원)",미래에셋증권,2009.11.06,"신주모집 : 750,000 주 (100%)",NaN,NaN,0.00%,"2,731 (백만원)",중소벤쳐,-10%
진매트릭스,코스닥,자연과학 및 공학 연구개발업,"11,000 ~ 14,000 원","8,000",NaN,"1,000,000 주","8,000 (백만원)",삼성증권,2009.11.06,"신주모집 : 1,000,000 주 (100%)",NaN,NaN,0.00%,"1,481 (백만원)",중소일반,1.25%
비츠로셀,코스닥,일차전지 및 축전지 제조업,"6,700 ~ 8,000 원","5,500",NaN,"3,200,000 주","17,600 (백만원)",현대증권,2009.10.28,"신주모집 : 3,200,000 주 (100%)",NaN,NaN,0.00%,"4,520 (백만원)",중소벤쳐,6.73%
스틸플라워,코스닥,강관제조업,"17,500 ~ 21,500 원","13,500",NaN,"1,750,000 주","23,625 (백만원)",미래에셋증권,2009.10.27,"신주모집 : 1,750,000 주 (100%)",NaN,NaN,0.00%,"3,366 (백만원)",중소벤쳐,4.07%
진로,거래소,알콜음료 제조업,"45,000 ~ 50,000 원","41,000",NaN,"14,400,000 주","590,400 (백만원)","삼성,우리투자",2009.10.19,"신주모집 : 14,400,000 주 (100%)",NaN,NaN,0.00%,"215,000 (백만원)",대기업,-2.2%
동양생명,거래소,보험업,"17,000 ~ 22,000 원","17,000",NaN,"20,022,339 주","340,380 (백만원)",대우증권외2,2009.10.08,"신주모집 : 20,022,339 주 (100%)",NaN,NaN,0.00%,"437,562 (백만원)",대기업,-7.65%
네오위즈벅스,코스닥,기타 정보 서비스업,"9,000 ~ 11,000 원","9,000",NaN,"2,733,248 주","24,599 (백만원)",우리투자증권,2009.10.06,"신주모집 : 2,733,248 주 (100%)",NaN,NaN,0.00%,"3,482 (백만원)",중소일반,-10%
아이앤씨테크놀로지,코스닥,전자집적회로 제조업,"14,000 ~ 16,000 원","16,000",NaN,"2,320,000 주","37,120 (백만원)",미래에셋증권,2009.10.06,"신주모집 : 2,320,000 주 (100%)",NaN,NaN,0.00%,"4,141 (백만원)",중소벤쳐,0%
케이엔더블유,코스닥,기타 화학제품제조업,"9,000 ~ 11,000 원","11,000",NaN,"900,000 주","9,900 (백만원)",키움닷컴증권,2009.09.29,"신주모집 : 900,000 주 (100%)",NaN,NaN,0.00%,"1,750 (백만원)",중소벤쳐,45.45%
쌍용머티리얼,거래소,기타 특수목적용 기계 제조업,"14,500 ~ 17,500 원","17,500",NaN,"1,800,000 주","31,500 (백만원)",대우증권,2009.09.29,"신주모집 : 1,800,000 주 (100%)",NaN,NaN,0.00%,"46,219 (백만원)",대기업,-10%
에리트베이직,거래소,봉제의복 제조업,"3,400 ~ 4,200 원","4,000",NaN,"2,000,000 주","8,000 (백만원)",신한금융투자,2009.09.28,"신주모집 : 2,000,000 주 (100%)",NaN,NaN,0.00%,"3,000 (백만원)",중소일반,37.25%
모린스,코스닥,액정 평판 디스플레이 제조업,"30,000 ~ 39,000 원","39,000",NaN,"1,362,412 주","53,134 (백만원)","우리투자,현대",2009.09.25,"신주모집 : 1,362,412 주 (100%)",NaN,NaN,0.00%,"3,147 (백만원)",중소벤쳐,-7.44%
디에스케이,코스닥,자동화부품 제조 및 도소매업,"4,000 ~ 5,000 원","5,000",NaN,"1,500,000 주","7,500 (백만원)",신한금융투자,2009.09.23,"신주모집 : 1,500,000 주 (100%)",NaN,NaN,0.00%,"1,250 (백만원)",중소벤쳐,100%
톱텍,코스닥,특수목적용 기계 제조업,"9,100 ~ 10,400 원","10,400",NaN,"2,000,000 주","20,800 (백만원)",HMC투자증권,2009.09.15,"신주모집 : 2,000,000 주 (100%)",NaN,NaN,0.00%,"2,000 (백만원)",중소일반,28.37%
제넥신,코스닥,의학 및 약학 연구개발업,"22,000 ~ 27,000 원","27,000",NaN,"1,000,000 주","27,000 (백만원)","대우,교보증권",2009.09.15,"신주모집 : 1,000,000 주 (100%)",NaN,NaN,0.00%,"2,994 (백만원)",중소일반,12.96%
동국S&C,코스닥,금속조립구조재의 제조 및 판매,"9,000 ~ 12,000 원","11,000",NaN,"22,857,300 주","251,430 (백만원)",삼성증권,2009.08.31,"신주모집 : 22,857,300 주 (100%)",NaN,NaN,0.00%,"20,000 (백만원)",중소일반,-10%
에스앤더블류,코스닥,내연기관 제조업,"5,600 ~ 6,700 원","6,700",NaN,"800,000 주","5,360 (백만원)",대신증권,2009.08.05,"신주모집 : 800,000 주 (100%)",NaN,NaN,0.00%,"3,200 (백만원)",중소일반,49.25%
게임빌,코스닥,온라인·모바일 게임 소프트웨어 개발 및 공급업,"13,000 ~ 15,500 원","15,000",NaN,"840,000 주","12,600 (백만원)",동양증권,2009.07.30,"신주모집 : 840,000 주 (100%)",NaN,NaN,0.00%,"2,317 (백만원)",중소벤쳐,32%
동일금속,코스닥,강주물 주조업,"7,000 ~ 8,000 원","8,000",NaN,"2,100,000 주","16,800 (백만원)",동양증권,2009.07.28,"신주모집 : 2,100,000 주 (100%)",NaN,NaN,0.00%,"2,450 (백만원)",중소일반,25%
대우캐피탈,거래소,자동차 할부 및 리스 금융업체,"7,000 ~ 8,500 원","8,000",NaN,"5,800,000 주","46,400 (백만원)",한국투자증권,2009.06.25,"신주모집 : 5,800,000 주 (100%)",NaN,NaN,3.10%,"257,000 (백만원)",중소일반,-1.25%
한미파슨스건축사사무소,거래소,건축설계 및 관련 서비스업,"10,000 ~ 13,000 원","14,500",NaN,"1,100,000 주","15,950 (백만원)",삼성증권,2009.06.23,"신주모집 : 1,100,000 주 (100%)",NaN,NaN,0.00%,"16,434 (백만원)",중소일반,32.07%
동아지질,거래소,"보링, 그라우팅 및 굴정 공사업","12,500 ~ 14,000 원","14,500",NaN,"3,500,000 주","50,750 (백만원)",대우증권,2009.06.12,"신주모집 : 3,500,000 주 (100%)",NaN,NaN,8.00%,"4,000 (백만원)",중소일반,10.34%
어보브반도체,코스닥,반도체 및 기타 전자부품 제조업,"2,500 ~ 3,000 원","3,300",NaN,"1,230,000 주","4,059 (백만원)",한국투자증권,2009.06.05,"신주모집 : 1,230,000 주 (100%)",NaN,NaN,19.47%,"5,364 (백만원)",중소일반,57.58%
조이맥스,코스닥,게임 소프트웨어 제작업,"40,000 ~ 50,000 원","55,000",NaN,"870,750 주","47,891 (백만원)",교보증권,2009.06.03,"신주모집 : 870,750 주 (100%)",NaN,NaN,38.64%,"1,227 (백만원)",중소벤쳐,100%
차이나그레이트스타인터내셔널리,코스닥,비금융 지주회사,"1,200 ~ 1,600 원","1,700",NaN,"30,000,000 주","51,000 (백만원)",NH투자증권,2009.05.29,"신주모집 : 30,000,000 주 (100%)",NaN,NaN,14.03%,- (백만원),외국기업,100%
이엔에프테크놀로지,코스닥,그외 기타 분류안된 화학제품 제조업,"4,500 ~ 5,100 원","5,500",NaN,"2,700,000 주","14,850 (백만원)",한국투자증권,2009.05.28,"신주모집 : 2,700,000 주 (100%)",NaN,NaN,21.98%,"5,750 (백만원)",중소일반,100%
뉴그리드테크놀로지,코스닥,유선 통신장비 제조업,"2,800 ~ 3,200 원","3,500",NaN,"597,675 주","2,092 (백만원)",미래에셋증권,2009.05.26,"신주모집 : 597,675 주 (100%)",NaN,NaN,24.60%,"2,526 (백만원)",중소벤쳐,100%
중국원양자원유한공사,거래소,어업관련 서비스업,"2,300 ~ 2,900 원","3,100",NaN,"17,200,000 주","53,320 (백만원)",현대증권,2009.05.22,"신주모집 : 17,200,000 주 (100%)",NaN,NaN,0.00%,- (백만원),외국기업,100%
해덕선기,코스닥,선박 구성부분품 제조업,"7,500 ~ 8,500 원","8,500",NaN,"2,450,000 주","20,825 (백만원)",메리츠증권,2009.05.21,"신주모집 : 2,450,000 주 (100%)",NaN,NaN,20.41%,"2,850 (백만원)",중소일반,100%
한국정밀기계,코스닥,금속 절삭기계 제조업,"18,000 ~ 22,000 원","22,000",NaN,"2,295,000 주","50,490 (백만원)",현대증권,2009.05.19,"신주모집 : 2,295,000 주 (100%)",NaN,NaN,53.00%,"2,673 (백만원)",중소일반,100%
서울마린,코스닥,전기용 기계장비 및 관련 기자재 도매업,"8,000 ~ 10,000 원","10,000",NaN,"3,149,680 주","31,497 (백만원)",미래에셋증권,2009.05.19,"신주모집 : 3,149,680 주 (100%)",NaN,NaN,13.10%,"3,425 (백만원)",중소일반,100%
STX엔파코,거래소,내연기관 제조업,"10,000 ~ 13,000 원","13,000",NaN,"2,300,000 주","29,900 (백만원)","굿모닝신한,우리",2009.05.15,"신주모집 : 2,300,000 주 (100%)",NaN,NaN,0.00%,"50,000 (백만원)",대기업,100%
흥국,코스닥,토목공사 및 유사용 기계장비 제조업,"3,200 ~ 3,800 원","4,200",NaN,"1,122,180 주","4,713 (백만원)",한국투자증권,2009.05.12,"신주모집 : 1,122,180 주 (100%)",NaN,NaN,5.43%,"2,294 (백만원)",중소일반,100%
신텍,코스닥,핵반응기 및 증기발생기 제조업,"9,500 ~ 12,500 원","12,500",NaN,"1,200,000 주","15,000 (백만원)",우리투자증권,2009.04.30,"신주모집 : 1,200,000 주 (100%)",NaN,NaN,0.00%,"2,525 (백만원)",중소벤쳐,100%
우림기계,코스닥,일반 목적용 기계 제조업,"8,000 ~ 10,000 원","10,000",NaN,"1,958,000 주","19,580 (백만원)",동양증권,2009.04.28,"신주모집 : 1,958,000 주 (100%)",NaN,NaN,2.07%,"3,420 (백만원)",중소벤쳐,60%
네프로아이티,코스닥,데이터베이스 및 온라인정보 제공업,"3,500 ~ 4,500 원","4,500",NaN,"800,000 주","3,600 (백만원)",삼성증권,2009.04.24,"신주모집 : 800,000 주 (100%)",NaN,NaN,0.00%,"1,480 (백만원)",외국기업,100%
티플랙스,코스닥,절삭가공 및 유사처리업,"2,200 ~ 2,600 원","3,000",NaN,"1,058,970 주","3,177 (백만원)",미래에셋증권,2009.04.23,"신주모집 : 1,058,970 주 (100%)",NaN,NaN,15.70%,"2,347 (백만원)",중소일반,100%
에이테크솔루션,코스닥,특수 목적용 기계 제조업,"5,000 ~ 5,800 원","5,400",NaN,"500,000 주","2,700 (백만원)",현대증권,2009.04.17,"신주모집 : 500,000 주 (100%)",NaN,NaN,0.00%,"4,750 (백만원)",중소일반,100%
엔에스브이,코스닥,"탭, 밸브 및 유사장치 제조업","3,600 ~ 4,300 원","4,300",NaN,"2,535,000 주","10,901 (백만원)",대우증권,2009.04.17,"신주모집 : 2,535,000 주 (100%)",NaN,NaN,0.00%,"2,958 (백만원)",중소일반,100%
에스티오,코스닥,그외 기타 봉제의복 제조업,"4,000 ~ 5,000 원","5,000",NaN,"940,000 주","4,700 (백만원)",삼성증권,2009.04.17,"신주모집 : 940,000 주 (100%)",NaN,NaN,0.00%,"2,078 (백만원)",중소일반,100%
에스앤에스텍,코스닥,반도체 및 기타 전자부품,"3,500 ~ 4,500 원","4,000",NaN,"2,300,000 주","9,200 (백만원)",대우증권,2009.04.14,"신주모집 : 2,300,000 주 (100%)",NaN,NaN,0.00%,"6,247 (백만원)",중소벤쳐,100%
뷰웍스,코스닥,그외 기타 의료용 기기 제조업,"8,000 ~ 10,000 원","9,000",NaN,"1,050,000 주","9,450 (백만원)",한국투자증권,2009.04.10,"신주모집 : 1,050,000 주 (100%)",NaN,NaN,11.69%,"2,498 (백만원)",중소벤쳐,100%
코오롱생명과학,코스닥,의약용 화합물 및 항생물질 제조업,"19,500 ~ 23,500 원","23,500",NaN,"720,000 주","16,920 (백만원)",삼성증권,2009.04.07,"신주모집 : 720,000 주 (100%)",NaN,NaN,0.00%,"1,641 (백만원)",대기업,100%
네오피델리티,코스닥,전자집적회로 제조업,"4,000 ~ 5,000 원","4,500",NaN,"500,000 주","2,250 (백만원)",한화증권,2009.03.31,"신주모집 : 500,000 주 (100%)",NaN,NaN,0.00%,"1,580 (백만원)",중소일반,100%
중국식품포장유한공사,코스닥,"회사본부, 지주회사 및 경영컨설팅 서비스업","2,700 ~ 3,700 원","1,500",NaN,"6,000,000 주","9,000 (백만원)",굿모닝신한증권,2009.03.27,"신주모집 : 6,000,000 주 (100%)",NaN,NaN,0.00%,"3,570 (백만원)",외국기업,50.67%
이수앱지스,코스닥,의료용품 및 기타 의약관련제품 제조업,"5,000 ~ 5,500 원","5,500",NaN,"1,360,000 주","7,480 (백만원)",삼성증권,2009.02.03,"신주모집 : 1,360,000 주 (100%)",NaN,NaN,0.00%,"3,542 (백만원)",중소벤쳐,45.45%
유비쿼스,코스닥,유선 통신장비 제조업,"6,000 ~ 7,000 원","6,100",NaN,"1,029,200 주","6,278 (백만원)",미래에셋증권,2009.01.23,"신주모집 : 1,029,200 주 (100%)",NaN,NaN,0.00%,"2,300 (백만원)",중소벤쳐,14.75%
대성파인텍,코스닥,금속압형제품 제조업,"4,000 ~ 4,500 원","3,500",NaN,"450,000 주","1,575 (백만원)",현대증권,2009.01.23,"신주모집 : 450,000 주 (100%)",NaN,NaN,0.00%,"1,222 (백만원)",중소벤쳐,28.43%
메디톡스,코스닥,생물학적 제제 제조업,"13,200 ~ 14,700 원","14,000",NaN,"253,056 주","3,543 (백만원)",한국투자증권,2009.01.16,"신주모집 : 253,056 주 (100%)",NaN,NaN,0.00%,"2,622 (백만원)",중소벤쳐,-3.57%
엠게임,코스닥,온라인 게임업체,"11,000 ~ 13,000 원","10,000",NaN,"310,000 주","3,100 (백만원)",미래에셋증권,2008.12.19,"신주모집 : 310,000 주 (100%)",NaN,NaN,0.00%,"2,932 (백만원)",중소일반,50%
아이컴포넌트,코스닥,액정 평판 디스플레이 제조업,"5,100 ~ 5,600 원","3,500",NaN,"388,000 주","1,358 (백만원)",한국투자증권,2008.12.16,"신주모집 : 388,000 주 (100%)",NaN,NaN,0.00%,"2,155 (백만원)",중소벤쳐,21%
연합과기공고유한공사,거래소,비금융 지주회사,"4,000 ~ 5,000 원","2,200",NaN,"6,000,000 주","13,200 (백만원)",대우증권,2008.12.04,"신주모집 : 6,000,000 주 (100%)",NaN,NaN,0.00%,- (백만원),외국기업,18.18%
LG파워콤,거래소,유선통신업,"8,500 ~ 10,000 원","5,700",NaN,"13,400,000 주","76,380 (백만원)",우리투자증권,2008.11.27,"신주모집 : 13,400,000 주 (100%)",NaN,NaN,0.00%,"600,000 (백만원)",중소일반,22.81%
에너지솔루션즈,코스닥,기타 엔지니어링 서비스업,"5,000 ~ 6,000 원","3,000",NaN,"700,000 주","2,100 (백만원)",현대증권,2008.11.25,"신주모집 : 700,000 주 (100%)",NaN,NaN,0.00%,"1,805 (백만원)",중소벤쳐,40.33%
이크레더블,코스닥,데이터베이스 및 온라인정보 제공업,"20,000 ~ 25,000 원","18,000",NaN,"660,000 주","11,880 (백만원)",한화증권,2008.10.24,"신주모집 : 660,000 주 (100%)",NaN,NaN,34.21%,900 (백만원),중소벤쳐,-10%
심팩에이앤씨,코스닥,합금철 제조업,"18,000 ~ 20,000 원","12,000",NaN,"5,200,000 주","62,400 (백만원)",동양증권,2008.10.17,"신주모집 : 5,200,000 주 (100%)",NaN,NaN,0.00%,"4,600 (백만원)",중소일반,-10%
사이버다임,코스닥,"소프트웨어 자문, 개발 및 공급업","4,000 ~ 5,000 원","3,100",NaN,"792,520 주","2,457 (백만원)",우리투자증권,2008.10.06,"신주모집 : 792,520 주 (100%)",NaN,NaN,0.00%,"1,954 (백만원)",중소벤쳐,29.52%
세운메디칼,코스닥,그외 기타 의료용 기기 제조업,"6,000 ~ 7,000 원","5,600",NaN,"1,000,000 주","5,600 (백만원)",한화증권,2008.09.30,"신주모집 : 1,000,000 주 (100%)",NaN,NaN,21.70%,"1,690 (백만원)",중소일반,75%
마이크로컨텍솔루션,코스닥,"전기회로개폐, 보호 및 접속장치 제조업","2,400 ~ 3,100 원","2,000",NaN,"1,000,000 주","2,000 (백만원)",HMC투자증권,2008.09.23,"신주모집 : 1,000,000 주 (100%)",NaN,NaN,0.00%,"1,688 (백만원)",중소벤쳐,75%
케이제이프리텍,코스닥,액정표시장치 제조업,"5,000 ~ 6,000 원","3,000",NaN,"1,252,600 주","3,758 (백만원)",교보증권,2008.09.18,"신주모집 : 1,252,600 주 (100%)",NaN,NaN,0.00%,"2,424 (백만원)",중소벤쳐,-6.67%
삼강엠앤티,코스닥,강관 제조업,"8,200 ~ 10,000 원","6,500",NaN,"1,900,000 주","12,350 (백만원)",신영증권,2008.08.01,"신주모집 : 1,900,000 주 (100%)",NaN,NaN,0.00%,"2,250 (백만원)",중소일반,24.62%
LG이노텍,거래소,방송 및 무선통신기기 제조업,"50,000 ~ 60,000 원","40,500",NaN,"3,400,000 주","137,700 (백만원)",대우증권,2008.07.24,"신주모집 : 3,400,000 주 (100%)",NaN,NaN,0.88%,"255,869 (백만원)",대기업,6.17%
아이엠,코스닥,가전제품 및 부품 도매업,"7,700 ~ 9,100 원","5,000",NaN,"2,000,000 주","10,000 (백만원)",한국투자증권,2008.07.23,"신주모집 : 2,000,000 주 (100%)",NaN,NaN,0.00%,"4,000 (백만원)",중소벤쳐,8.74%
한텍엔지니어링,코스닥,그외 기타 분류 안된 특수목적용 기계 제조업,"10,200 ~ 11,500 원","8,500",NaN,"1,800,000 주","15,300 (백만원)",굿모닝신한증권,2008.07.18,"신주모집 : 1,800,000 주 (100%)",NaN,NaN,9.73%,"2,100 (백만원)",중소벤쳐,-7.06%
코리아에스이,코스닥,금속 조립구조재 제조업,"6,000 ~ 7,000 원","5,500",NaN,"960,000 주","5,280 (백만원)",동양증권,2008.07.15,"신주모집 : 960,000 주 (100%)",NaN,NaN,0.00%,"1,500 (백만원)",중소일반,10.91%
슈프리마,코스닥,유선통신기기 제조업,"27,100 ~ 34,000 원","27,100",NaN,"600,000 주","16,260 (백만원)",한국투자증권,2008.07.11,"신주모집 : 600,000 주 (100%)",NaN,NaN,0.00%,"1,221 (백만원)",중소일반,-9.96%
